NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Adult,Older Adult,Child,,,
NCT06409390,Sequential Therapies Modeled on Evolutionary Dynamics for Breast Cancer,https://clinicaltrials.gov/study/NCT06409390,RECRUITING,Metastatic Breast Cancer,DRUG: Taxotere|DRUG: Cytoxan|DRUG: Trastuzumab deruxtecan|DRUG: Sacituzumab govitecan|DRUG: Xeloda|DRUG: Fulvestrant|DRUG: Ribociclib|DRUG: Abemaciclib,H. Lee Moffitt Cancer Center and Research Institute,None listed,FEMALE,"ADULT, OLDER_ADULT",PHASE2,15,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05451810,A Study to Evaluate Adverse Events of Subcutaneous (SC) Epcoritamab Administered in the Outpatient Setting in Adult Participants With Relapsed or Refractory Diffuse Large B-Cell Lymphoma and Classic Follicular Lymphoma,https://clinicaltrials.gov/study/NCT05451810,ACTIVE_NOT_RECRUITING,Diffuse Large B-Cell Lymphoma|Classic Follicular Lymphoma,DRUG: Epcoritamab,Genmab,AbbVie,ALL,"ADULT, OLDER_ADULT",PHASE2,184,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05532059,"Lenvatinib, Tislelizumab Plus Gemcitabine and Cisplatin (GPLET) in Patients with Advanced Cholangiocarcinoma",https://clinicaltrials.gov/study/NCT05532059,RECRUITING,Advanced Cholangiocarcinoma,"DRUG: Lenvatinib, tislelizumab, gemcitabine and cisplatin|DRUG: gemcitabine and cisplatin","Second Affiliated Hospital, Zhejiang University, School of Medicine",None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,100,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06173362,Abiraterone and Prednisone or Darolutamide for the Treatment of Advanced Prostate Cancer,https://clinicaltrials.gov/study/NCT06173362,RECRUITING,Advanced Prostate Adenocarcinoma|Stage III Prostate Cancer AJCC v8|Stage IV Prostate Cancer AJCC v8,DRUG: Abiraterone|PROCEDURE: Biospecimen Collection|DRUG: Darolutamide|DRUG: Prednisone,"University of California, Davis",National Cancer Institute (NCI),MALE,"ADULT, OLDER_ADULT",PHASE2,75,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03136146,"Combination Chemotherapy in Treating Patients With Relapsed or Refractory Acute Lymphoblastic Leukemia, Lymphoblastic Lymphoma, Burkitt Lymphoma/Leukemia, or Double-Hit Lymphoma/Leukemia",https://clinicaltrials.gov/study/NCT03136146,RECRUITING,Recurrent Acute Lymphoblastic Leukemia|Recurrent Adult Lymphoblastic Lymphoma|Recurrent Burkitt Leukemia|Recurrent Burkitt Lymphoma|Recurrent Childhood Lymphoblastic Lymphoma|Recurrent High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements|Refractory Acute Lymphoblastic Leukemia|Refractory Burkitt Leukemia|Refractory Burkitt Lymphoma|Refractory High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements|Refractory Lymphoblastic Lymphoma,DRUG: Bortezomib|DRUG: Clofarabine|DRUG: Cyclophosphamide|DRUG: Dexamethasone|DRUG: Etoposide|BIOLOGICAL: Ofatumumab|BIOLOGICAL: Pegfilgrastim|BIOLOGICAL: Rituximab|DRUG: Vincristine Sulfate Liposome,M.D. Anderson Cancer Center,National Cancer Institute (NCI),ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,42,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT06319027,"Identifying Findings on Brain Scans That Could Help Make Better Predictions About Brain Cancer Progression, The GABLE Trial",https://clinicaltrials.gov/study/NCT06319027,RECRUITING,"Glioblastoma, IDH-Wildtype",PROCEDURE: Dynamic Susceptibility Contrast-Enhanced Magnetic Resonance Imaging|OTHER: Fluciclovine F18|DRUG: Gadolinium-Chelate|PROCEDURE: Magnetic Resonance Spectroscopy|PROCEDURE: Positron Emission Tomography,ECOG-ACRIN Cancer Research Group,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,100,NETWORK,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: DIAGNOSTIC,1,1,0,,,
NCT06288373,Neoadjuvant Chemoimmunotherapy Versus Concurrent Chemoradiotherapy for LACC,https://clinicaltrials.gov/study/NCT06288373,RECRUITING,Cervical Cancer|Locally Advanced Cervical Cancer|Concurrent Chemoradiotherapy|Neoadjuvant Chemoimmunotherapy,DRUG: Camrelizumab|DRUG: Cisplatin|DRUG: Nab paclitaxel|PROCEDURE: Radical surgery|RADIATION: external beam radiation therapy (EBRT) + brachytherapy|DRUG: Cisplatin,Tongji Hospital,"Southwest Hospital, China|Women's Hospital School Of Medicine Zhejiang University|Anhui Provincial Cancer Hospital|Sichuan Cancer Hospital and Research Institute|Qilu Hospital of Shandong University|Beijing Friendship Hospital|Tianjin Medical University General Hospital|West China Second University Hospital|Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University|Xiangya Hospital of Central South University|Gansu Provincial Maternal and Child Health Care Hospital|Zhejiang Cancer Hospital|Shengjing Hospital|Cancer Hospital of Guangxi Medical University",FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,440,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07541755,PD-1 Inhibitors +Venetoclax+CAG Regimens in R/R T-ALL,https://clinicaltrials.gov/study/NCT07541755,ACTIVE_NOT_RECRUITING,Acute T Lymphoblastic Leukemia (T-ALL),DRUG: PD-1 Inhibitors,Fujian Medical University Union Hospital,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,40,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04833426,Impact of Peri-operative tEstosterone Levels on oNcological and Functional Outcomes in RadiCal prostatEctomy,https://clinicaltrials.gov/study/NCT04833426,RECRUITING,Prostatic Neoplasms|Hypogonadism|Testosterone Deficiency,DRUG: Testosterone gel|DRUG: Placebo,Canisius-Wilhelmina Hospital,Besins Healthcare,MALE,"ADULT, OLDER_ADULT",PHASE3,140,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (PARTICIPANT) | Primary Purpose: TREATMENT,1,1,0,,,
NCT05036226,COAST Therapy in Advanced Solid Tumors and Prostate Cancer,https://clinicaltrials.gov/study/NCT05036226,RECRUITING,"Prostate Cancer Recurrent|Solid Tumor, Adult","COMBINATION_PRODUCT: Hydroxychloroquine, Metformin, Sirolimus|COMBINATION_PRODUCT: Hydroxychloroquine, Metformin, Sirolimus, Dasatanib|COMBINATION_PRODUCT: Hydroxychloroquine, Metformin, Sirolimus, Nelfinavir|COMBINATION_PRODUCT: Hydroxychloroquine, Metformin, Sirolimus, Nelfinavir, Dasatinib|COMBINATION_PRODUCT: Hydroxychloroquine, Metformin, Sirolimus, Nelfinavir|COMBINATION_PRODUCT: Hydroxychloroquine, Metformin, Sirolimus, Nelfinavir, Dasatinib",Medical University of South Carolina,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,76,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07155226,"Study of AZD3632 Monotherapy or in Combination With Anticancer Agents in Participants With Advanced Haematologic Malignancies With KMT2Ar, NPM1m, or Other Genotypes Associated With HOX Overexpression",https://clinicaltrials.gov/study/NCT07155226,RECRUITING,Acute Lymphoblastic Leukaemia|Acute Myeloid Leukaemia|Higher-risk Myelodysplastic Syndromes,DRUG: AZD3632|DRUG: Posaconazole,AstraZeneca,None listed,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1|PHASE2,84,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT05515315,Induction Tislelizumab Combined With Chemotherapy Followed by Definitive Chemoradiotherapy in the Treatment of Locally Unresectable Esophageal Squamous Cell Carcinoma,https://clinicaltrials.gov/study/NCT05515315,RECRUITING,Immunotherapy Esophagus Cancer,DRUG: Tislelizumab|DRUG: Albumin paclitaxel|DRUG: Nedaplatin|RADIATION: radiotherapy,Fuzhou General Hospital,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,93,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05316935,GnRHa + Letrozole in Non-obese Progestin-insensitive Endometrial Cancer and Atypical Hyperplasia Patients,https://clinicaltrials.gov/study/NCT05316935,RECRUITING,Endometrial Neoplasms|Atypical Endometrial Hyperplasia|Progesterone Resistance,DRUG: GnRHa|DRUG: Letrozole 2.5mg|DRUG: Diane-35|DRUG: MET,Xiaojun Chen,None listed,FEMALE,ADULT,PHASE2|PHASE3,80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,0,0,,,
NCT04632108,"A 1/2 Phase Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Antitumor Activity of ASKB589 in Patients With Locally Advanced or Metastatic Solid Tumors",https://clinicaltrials.gov/study/NCT04632108,ACTIVE_NOT_RECRUITING,Malignant Solid Tumor,DRUG: ASKB589 Injection,"Jiangsu Aosaikang Pharmaceutical Co., Ltd.","Jiangsu Aosaikang Biopharmaceutical Co., Ltd",ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,199,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03707340,A Study of Flibanserin in Breast Cancer Survivors on Tamoxifen or Aromatase Inhibitors,https://clinicaltrials.gov/study/NCT03707340,ACTIVE_NOT_RECRUITING,Breast Cancer|Hyposexual Desire Disorder,DRUG: Flibanserin Pill,Memorial Sloan Kettering Cancer Center,None listed,FEMALE,"ADULT, OLDER_ADULT",PHASE2,43,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: SUPPORTIVE_CARE,1,1,0,,,
NCT05824468,Zimberelimab Plus Lenvatinib After Progression on Prior Immune Checkpoint Inhibitors for Advanced Cervical Cancer,https://clinicaltrials.gov/study/NCT05824468,ACTIVE_NOT_RECRUITING,Cervical Cancer|Cervical Carcinoma,DRUG: Zimberelimab|DRUG: Lenvatinib,Sun Yat-sen University,None listed,FEMALE,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03301168,Study of Gene Modified Donor T-cells Following TCR Alpha Beta Positive Depleted Stem Cell Transplant,https://clinicaltrials.gov/study/NCT03301168,ACTIVE_NOT_RECRUITING,"Acute Lymphoblastic Leukemia|Leukemia, Acute Myeloid (AML), Child|Lymphoma, Non-Hodgkin|Myelodysplastic Syndromes|Primary Immune Deficiency Disorder|Osteopetrosis|Cytopenia|Hemoglobinopathy in Children|Anemia, Aplastic",BIOLOGICAL: BPX-501 T cells|DRUG: Rimiducid,Bellicum Pharmaceuticals,None listed,ALL,"CHILD, ADULT",PHASE1|PHASE2,120,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,0,1,,,
NCT06087068,Thyroxine Replacement Therapy After Lobectomy for Low-risk Papillary Thyroid Carcinoma,https://clinicaltrials.gov/study/NCT06087068,RECRUITING,Thyroid Cancer|Surgery|Recurrence,DRUG: Thyroxine,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",None listed,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,140,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT06827613,"A Study of Invikafusp Alfa (STAR0602), a Selective T Cell Receptor (TCR)-Targeting, Bifunctional Antibody-fusion Molecule, in Combination With Sacituzumab Govitecan in Participants With Advanced Solid Tumors",https://clinicaltrials.gov/study/NCT06827613,RECRUITING,"Triple Negative Locally Advanced Non-resectable Breast Cancer|HR+, HER2-, Advanced Breast Cancer",DRUG: STAR0602|DRUG: Sacituzumab Govitecan (SG),"Marengo Therapeutics, Inc.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,50,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06731413,Reduced CT + Anti-PD-1 as First Line Tx in Vulnerable Older Adults w/Adv <50% PD-L1 Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT06731413,RECRUITING,Non-Small Cell Lung Cancer|NSCLC|Advanced Non-Small Cell Lung Cancer|Metastatic Non Small Cell Lung Cancer,DRUG: Reduced Dose of Chemotherapy and Immunotherapy,Virginia Commonwealth University,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06006013,"Cabozantinib in Combination With Pembrolizumab for the Treatment of Patients With Locally Advanced, Metastatic, or Unresectable Adrenal Cortical Cancer",https://clinicaltrials.gov/study/NCT06006013,RECRUITING,Locally Advanced Adrenal Cortex Carcinoma|Adrenal Cortical Carcinoma|Stage III Adrenal Cortex Carcinoma|Stage IV Adrenal Cortex Carcinoma AJCC v8|Unresectable Adrenal Cortex Carcinoma,BIOLOGICAL: Pembrolizumab|PROCEDURE: Biospecimen Collection|DRUG: Cabozantinib S-malate|PROCEDURE: Computed Tomography|PROCEDURE: Magnetic Resonance Imaging,Emory University,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,21,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07490210,Rezvilutamide With Radical Prostatectomy and Metastasis-Directed Therapy in Oligometastatic Prostate Cancer,https://clinicaltrials.gov/study/NCT07490210,NOT_YET_RECRUITING,Oligometastatic Prostate Cancer,RADIATION: Metastasis-directed radiotherapy|DRUG: Rezvilutamide + ADT|PROCEDURE: Radical prostatectomy,Fudan University,"Jiangsu Hengrui Pharmaceutical Co., Ltd.",MALE,"ADULT, OLDER_ADULT",PHASE2,300,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03965468,"Immunotherapy, Chemotherapy, Radiotherapy and Surgery for Synchronous Oligo-metastatic NSCLC",https://clinicaltrials.gov/study/NCT03965468,ACTIVE_NOT_RECRUITING,Non-small Cell Lung Cancer|Stage IV|Oligometastasis,DRUG: Durvalumab|DRUG: Carboplatin|DRUG: Paclitaxel|RADIATION: Stereotactic body radiation therapy (SBRT)|PROCEDURE: Surgical resection - definitive local treatment.|RADIATION: Radical radiotherapy - definitive local treatment.|DRUG: Tremelimumab,ETOP IBCSG Partners Foundation,AstraZeneca,ALL,"ADULT, OLDER_ADULT",PHASE2,96,NETWORK,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03600350,pTVG-HP and Nivolumab in Patients With Non-Metastatic PSA-Recurrent Prostate Cancer,https://clinicaltrials.gov/study/NCT03600350,ACTIVE_NOT_RECRUITING,Prostate Cancer,BIOLOGICAL: pTVG-HP|DRUG: Nivolumab|DRUG: GM-CSF,"University of Wisconsin, Madison",Bristol-Myers Squibb|Madison Vaccines Inc. (MVI)|AIQ Solutions,MALE,"ADULT, OLDER_ADULT",PHASE2,19,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03895359,Transarterial Chemoembolization (TACE) Versus TACE Plus Stereotactic Body Radiation Therapy (SBRT) in Liver Carcinoma,https://clinicaltrials.gov/study/NCT03895359,RECRUITING,Hepatocellular Carcinoma,RADIATION: Stereotactic Body Radiation|DRUG: Transarterial Chemoembolization,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,CancerCare Manitoba,ALL,"ADULT, OLDER_ADULT",PHASE3,128,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06377696,Remote Cognitive Assessment and Wearable Device While Assessing the Impact of Metformin in Patients With History of Cranial Radiation Therapy,https://clinicaltrials.gov/study/NCT06377696,RECRUITING,Malignant Brain Neoplasm,OTHER: Best Practice|OTHER: Medical Device Usage and Evaluation|DRUG: Metformin|OTHER: Neurocognitive Assessment|OTHER: Questionnaire Administration,Mayo Clinic,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,100,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: SUPPORTIVE_CARE,1,1,0,,,
NCT04215146,A Study to Assess Overall Response Rate by Inducing an Inflammatory Phenotype in Metastatic BReast cAnCEr With the Oncolytic Reovirus PeLareorEp in CombinaTion With Anti-PD-L1 Avelumab and Paclitaxel - BRACELET-1 Study,https://clinicaltrials.gov/study/NCT04215146,ACTIVE_NOT_RECRUITING,Breast Cancer Metastatic,DRUG: Paclitaxel|BIOLOGICAL: Pelareorep|DRUG: Avelumab,Oncolytics Biotech,"PrECOG, LLC.",FEMALE,"ADULT, OLDER_ADULT",PHASE2,48,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05253846,Short-course Radiotherapy Followed by Consolidation Chemotherapy. 2021-001206-29,https://clinicaltrials.gov/study/NCT05253846,ACTIVE_NOT_RECRUITING,Locally Advanced Rectal Cancer,DRUG: Irinotecan|DRUG: Oxaliplatin|DRUG: Lederfolin|DRUG: 5-Fluorouracil|RADIATION: Short-course radiotherapy|PROCEDURE: TME,Gruppo Oncologico del Nord-Ovest,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,63,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT02416388,"Study to Improve OS in 18 to 60 Year-old Patients, Comparing Daunorubicin Versus High Dose Idarubicin Induction Regimens, High Dose Versus Intermediate Dose Cytarabine Consolidation Regimens, and Standard Versus MMF Prophylaxis of GvHD in Allografted Patients in First CR",https://clinicaltrials.gov/study/NCT02416388,RECRUITING,Acute Myeloid Leukemia (AML),DRUG: Idarubicin|DRUG: Daunorubicin|DRUG: HD Cytarabine|DRUG: Cyclosporine|DRUG: Methotrexate|DRUG: Mycophenolic acid (MPA)|DRUG: vosaroxin|DRUG: ID cytarabine|DRUG: Dexamethasone|DRUG: Venetoclax,"University Hospital, Angers",None listed,ALL,ADULT,PHASE2|PHASE3,3100,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,0,0,,,
NCT03509961,"The EndRAD Trial: Eliminating Total Body Irradiation (TBI) for NGS-MRD Negative Children, Adolescents, and Young Adults With B-ALL",https://clinicaltrials.gov/study/NCT03509961,RECRUITING,B-cell Acute Lymphoblastic Leukemia,DIAGNOSTIC_TEST: NGS-MRD|DRUG: Myeloablative allogeneic HCT with a non-TBI conditioning regimen,Pediatric Transplantation & Cellular Therapy Consortium,None listed,ALL,"CHILD, ADULT",PHASE2,95,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,0,1,,,
NCT07292142,FMT in Triple Negative Breast Cancer Guided by ctDNA,https://clinicaltrials.gov/study/NCT07292142,NOT_YET_RECRUITING,Breast Cancer,DRUG: Fecal Microbiota Transplantation (FMT)|OTHER: No Intervention.,Jewish General Hospital,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,125,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05892068,A Study of Tucatinib Given Before Surgery to People With HER2+ Cancers That Have Spread to the Brain,https://clinicaltrials.gov/study/NCT05892068,ACTIVE_NOT_RECRUITING,Metastatic Breast Cancer,DRUG: Tucatinib,Memorial Sloan Kettering Cancer Center,Pfizer|Seagen Inc.,FEMALE,"ADULT, OLDER_ADULT",PHASE2,9,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06131450,A Study of BL-M07D1 in Patients With HER2-expressing Recurrent or Metastatic Gynecologic Malignancies,https://clinicaltrials.gov/study/NCT06131450,RECRUITING,Gynecological Malignancies,DRUG: BL-M07D1,"Sichuan Baili Pharmaceutical Co., Ltd.","Baili-Bio (Chengdu) Pharmaceutical Co., Ltd.",FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,138,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05455918,Paclitaxel/Ifosfamide/Cisplatin Chemotherapy for High Risk Pediatric Germ Cell Tumor,https://clinicaltrials.gov/study/NCT05455918,RECRUITING,Pediatric Germ Cell Tumor,DRUG: TIP treatment (paclitaxel/ifosfamide/cisplatin),Yonsei University,None listed,MALE,"CHILD, ADULT",PHASE2,42,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,0,1,,,
